Question	Answer
Estoy cansado de estar solo	Te mando un gran abrazo virtual.
Estoy cansada de estar sola	Te mando un gran abrazo virtual.
Estoy súper triste	Te mando un gran abrazo virtual.
Estoy triste y solo	Te mando un gran abrazo virtual.
Estoy triste y sola	Te mando un gran abrazo virtual.
Creo que voy a llorar	Te mando un gran abrazo virtual.
No le importo un pimiento a nadie	Te mando un gran abrazo virtual.
Nadie me ve	Te mando un gran abrazo virtual.
No me ven	Te mando un gran abrazo virtual.
La gente no me ve	Te mando un gran abrazo virtual.
Soy invisible para todas	Te mando un gran abrazo virtual.
Soy invisible para todos	Te mando un gran abrazo virtual.
Soy invisible para todo el mundo	Te mando un gran abrazo virtual.
Nadie quiere dirigirme la palabra	Te mando un gran abrazo virtual.
No hay nadie a quien le importe	Te mando un gran abrazo virtual.
Nadie quiere hablarme	Te mando un gran abrazo virtual.
A nadie le gusta hablarme	Te mando un gran abrazo virtual.
Nadie me quiere hablar	Te mando un gran abrazo virtual.
Nadie me habla	Te mando un gran abrazo virtual.
A la gente no le caigo bien	Te mando un gran abrazo virtual.
A la gente no le gusto	Te mando un gran abrazo virtual.
La gente no quiere estar cerca de mí	Te mando un gran abrazo virtual.
Me cuesta hacer amigas nuevas	Te mando un gran abrazo virtual.
Nadie me dirige la palabra	Te mando un gran abrazo virtual.
Estoy enamorado de los jardines	Me encanta que te  encante.
Me encanta quedarme en casa	Me encanta que te  encante.
Me flipa fregar	Me encanta que te  encante.
Me encanta ir de museos	Me encanta que te  encante.
Adoro el aire acondicionado	Me encanta que te  encante.
Estoy enamorado de el césped artificial	Me encanta que te  encante.
Amo los atardeceres	Me encanta que te  encante.
Amo ver el fútbol	Me encanta que te  encante.
Estoy enamorada de el amor	Me encanta que te  encante.
Adoro los paseos	Me encanta que te  encante.
Adoro la ropa	Me encanta que te  encante.
Adoro barrer	Me encanta que te  encante.
Adoro mi trabajo	Me encanta que te  encante.
Adoro ir al a playa	Me encanta que te  encante.
Adoro coser	Me encanta que te  encante.
Adoro comer	Me encanta que te  encante.
Adoro maquillarme	Me encanta que te  encante.
Adoro sonreír	Me encanta que te  encante.
Adoro comprarme ropa	Me encanta que te  encante.
Adoro entrenar	Me encanta que te  encante.
Adoro el arte	Me encanta que te  encante.
Adoro ir de museos	Me encanta que te  encante.
Adoro visitar museos	Me encanta que te  encante.
Adoro cocinar	Me encanta que te  encante.
Adoro ir al cine	Me encanta que te  encante.
Adoro limpiar	Me encanta que te  encante.
Me encanta el atardecer	Me encanta que te  encante.
Adoro ir de compras	Me encanta que te  encante.
Adoro pasear	Me encanta que te  encante.
Amo ir a la oficina	Me encanta que te  encante.
Amo quedarme en casa	Me encanta que te  encante.
Amo hacer la compra	Me encanta que te  encante.
Amo el baloncesto	Me encanta que te  encante.
Amo jugar al tenis	Me encanta que te  encante.
Adoro ganar dinero	Me encanta que te  encante.
Adoro el chocolate	Me encanta que te  encante.
Adoro planchar	Me encanta que te  encante.
Adoro ver la tele	Me encanta que te  encante.
Adoro dormir	Me encanta que te  encante.
Adoro escuchar la radio	Me encanta que te  encante.
Adoro saltar	Me encanta que te  encante.
Adoro hacer ejercicio	Me encanta que te  encante.
Adoro mirar a la luna	Me encanta que te  encante.
Adoro hacer yoga	Me encanta que te  encante.
Adoro el atardecer	Me encanta que te  encante.
Me flipa comer	Me encanta que te  encante.
Adoro fregar	Me encanta que te  encante.
Me flipa hacer yoga	Me encanta que te  encante.
Me flipa entrenar	Me encanta que te  encante.
Me flipa sonreír	Me encanta que te  encante.
Me flipa ganar dinero	Me encanta que te  encante.
Me flipa mi trabajo	Me encanta que te  encante.
Me flipa hacer ejercicio	Me encanta que te  encante.
Me flipa coser	Me encanta que te  encante.
Me flipa saltar	Me encanta que te  encante.
Me flipa maquillarme	Me encanta que te  encante.
Me flipa ir de compras	Me encanta que te  encante.
Me flipa comprarme ropa	Me encanta que te  encante.
Me flipa la ropa	Me encanta que te  encante.
Me flipa el arte	Me encanta que te  encante.
Me flipa ir de museos	Me encanta que te  encante.
Me flipa visitar museos	Me encanta que te  encante.
Me flipa ir al a playa	Me encanta que te  encante.
Adoro el baloncesto	Me encanta que te  encante.
Adoro salir con mis amigos	Me encanta que te  encante.
Adoro salir de fiesta	Me encanta que te  encante.
Adoro ligar	Me encanta que te  encante.
Adoro estar en casa	Me encanta que te  encante.
Adoro ir a la oficina	Me encanta que te  encante.
Adoro quedarme en casa	Me encanta que te  encante.
Me flipa mirar a la luna	Me encanta que te  encante.
Adoro ver el fútbol	Me encanta que te  encante.
Amo salir de fiesta	Me encanta que te  encante.
Adoro jugar al tenis	Me encanta que te  encante.
Me flipa el atardecer	Me encanta que te  encante.
Me flipa el chocolate	Me encanta que te  encante.
Me flipa pasear	Me encanta que te  encante.
Me flipa ver la tele	Me encanta que te  encante.
Me flipa dormir	Me encanta que te  encante.
Me flipa escuchar la radio	Me encanta que te  encante.
Adoro hacer la compra	Me encanta que te  encante.
Me encanta fregar	Me encanta que te  encante.
Amo estar en casa	Me encanta que te  encante.
Me encanta la ropa	Me encanta que te  encante.
Me encanta el arte	Me encanta que te  encante.
Me encanta visitar museos	Me encanta que te  encante.
Me encanta cocinar	Me encanta que te  encante.
Me encanta ir de compras	Me encanta que te  encante.
Me encanta limpiar	Me encanta que te  encante.
Me encanta maquillarme	Me encanta que te  encante.
Me encanta barrer	Me encanta que te  encante.
Me encanta planchar	Me encanta que te  encante.
Me encanta salir con mis amigos	Me encanta que te  encante.
Me encanta salir de fiesta	Me encanta que te  encante.
Me encanta ligar	Me encanta que te  encante.
Me encanta estar en casa	Me encanta que te  encante.
Me encanta ir a la oficina	Me encanta que te  encante.
Me encanta ir al cine	Me encanta que te  encante.
Me encanta hacer yoga	Me encanta que te  encante.
Me encanta el chocolate	Me encanta que te  encante.
Me encanta pasear	Me encanta que te  encante.
Me encanta ver la tele	Me encanta que te  encante.
Me encanta dormir	Me encanta que te  encante.
Me encanta escuchar la radio	Me encanta que te  encante.
Me encanta saltar	Me encanta que te  encante.
Me encanta comprarme ropa	Me encanta que te  encante.
Me encanta mirar a la luna	Me encanta que te  encante.
Me encanta ver el fútbol	Me encanta que te  encante.
Me encanta entrenar	Me encanta que te  encante.
Me encanta sonreír	Me encanta que te  encante.
Me encanta ganar dinero	Me encanta que te  encante.
Me encanta mi trabajo	Me encanta que te  encante.
Me encanta ir al a playa	Me encanta que te  encante.
Me encanta coser	Me encanta que te  encante.
Me encanta comer	Me encanta que te  encante.
Me encanta hacer ejercicio	Me encanta que te  encante.
Amo cocinar	Me encanta que te  encante.
Amo comer	Me encanta que te  encante.
Amo maquillarme	Me encanta que te  encante.
Amo ir de compras	Me encanta que te  encante.
Amo comprarme ropa	Me encanta que te  encante.
Amo la ropa	Me encanta que te  encante.
Amo el arte	Me encanta que te  encante.
Amo visitar museos	Me encanta que te  encante.
Amo mi trabajo	Me encanta que te  encante.
Amo ir al cine	Me encanta que te  encante.
Amo limpiar	Me encanta que te  encante.
Amo fregar	Me encanta que te  encante.
Amo barrer	Me encanta que te  encante.
Amo planchar	Me encanta que te  encante.
Amo salir con mis amigos	Me encanta que te  encante.
Me flipa limpiar	Me encanta que te  encante.
Amo ir de museos	Me encanta que te  encante.
Amo saltar	Me encanta que te  encante.
Amo ligar	Me encanta que te  encante.
Me encanta el baloncesto	Me encanta que te  encante.
Me encanta jugar al tenis	Me encanta que te  encante.
Amo el atardecer	Me encanta que te  encante.
Amo el chocolate	Me encanta que te  encante.
Amo pasear	Me encanta que te  encante.
Amo ver la tele	Me encanta que te  encante.
Amo coser	Me encanta que te  encante.
Amo escuchar la radio	Me encanta que te  encante.
Amo ir al a playa	Me encanta que te  encante.
Amo hacer ejercicio	Me encanta que te  encante.
Amo mirar a la luna	Me encanta que te  encante.
Amo hacer yoga	Me encanta que te  encante.
Amo entrenar	Me encanta que te  encante.
Amo sonreír	Me encanta que te  encante.
Amo ganar dinero	Me encanta que te  encante.
Me encanta hacer la compra	Me encanta que te  encante.
Amo dormir	Me encanta que te  encante.
Amo el césped artificial	Me encanta que te  encante.
Estoy enamorada de las plantas	Me encanta que te  encante.
Amo las flores	Me encanta que te  encante.
Amo las obras	Me encanta que te  encante.
Amo la calefacción	Me encanta que te  encante.
Amo el aire acondicionado	Me encanta que te  encante.
Amo los parques	Me encanta que te  encante.
Amo viajar en tren	Me encanta que te  encante.
Amo el césped	Me encanta que te  encante.
Amo el transporte público	Me encanta que te  encante.
Amo la jardinería	Me encanta que te  encante.
Amo tejer	Me encanta que te  encante.
Amo comer sushi	Me encanta que te  encante.
Adoro el amor	Me encanta que te  encante.
Adoro la libertad	Me encanta que te  encante.
Adoro los paseos por la orilla del mar	Me encanta que te  encante.
Adoro el campo	Me encanta que te  encante.
Amo los jardines	Me encanta que te  encante.
Estoy enamorada de la jardinería	Me encanta que te  encante.
Me flipa cocinar	Me encanta que te  encante.
Estoy enamorada de las obras	Me encanta que te  encante.
Estoy enamorada de la calefacción	Me encanta que te  encante.
Estoy enamorada de el aire acondicionado	Me encanta que te  encante.
Estoy enamorada de los parques	Me encanta que te  encante.
Estoy enamorada de los jardines	Me encanta que te  encante.
Amo las plantas	Me encanta que te  encante.
Estoy enamorada de el césped artificial	Me encanta que te  encante.
Adoro viajar en tren	Me encanta que te  encante.
Estoy enamorada de tejer	Me encanta que te  encante.
Estoy enamorada de comer sushi	Me encanta que te  encante.
Amo el amor	Me encanta que te  encante.
Amo la libertad	Me encanta que te  encante.
Amo los paseos por la orilla del mar	Me encanta que te  encante.
Amo el campo	Me encanta que te  encante.
Amo la ciudad	Me encanta que te  encante.
Estoy enamorada de el césped	Me encanta que te  encante.
Me flipa el césped	Me encanta que te  encante.
Me flipa viajar en tren	Me encanta que te  encante.
Me flipa las plantas	Me encanta que te  encante.
Me flipa las flores	Me encanta que te  encante.
Me flipa las obras	Me encanta que te  encante.
Me flipa la calefacción	Me encanta que te  encante.
Me flipa el aire acondicionado	Me encanta que te  encante.
Adoro la ciudad	Me encanta que te  encante.
Me flipa los jardines	Me encanta que te  encante.
Me flipa el campo	Me encanta que te  encante.
Me flipa el césped artificial	Me encanta que te  encante.
Me flipa la jardinería	Me encanta que te  encante.
Me flipa tejer	Me encanta que te  encante.
Me flipa comer sushi	Me encanta que te  encante.
Amo los lunes	Me encanta que te  encante.
Adoro los viernes	Me encanta que te  encante.
Me flipan los fines de semana	Me encanta que te  encante.
Me flipa los parques	Me encanta que te  encante.
Adoro el césped artificial	Me encanta que te  encante.
Estoy enamorada de viajar en tren	Me encanta que te  encante.
Adoro las plantas	Me encanta que te  encante.
Adoro las flores	Me encanta que te  encante.
Adoro las obras	Me encanta que te  encante.
Adoro la calefacción	Me encanta que te  encante.
Adoro los parques	Me encanta que te  encante.
Me flipa el transporte público	Me encanta que te  encante.
Adoro el césped	Me encanta que te  encante.
Me flipa la ciudad	Me encanta que te  encante.
Adoro la jardinería	Me encanta que te  encante.
Adoro tejer	Me encanta que te  encante.
Adoro comer sushi	Me encanta que te  encante.
Me flipa el amor	Me encanta que te  encante.
Me flipa la libertad	Me encanta que te  encante.
Me flipa los paseos por la orilla del mar	Me encanta que te  encante.
Adoro el transporte público	Me encanta que te  encante.
Adoro los jardines	Me encanta que te  encante.
Amo los donuts	Me encanta que te  encante.
Estoy enamorada de las flores	Me encanta que te  encante.
Me encantan los deportes	Me encanta que te  encante.
Me encantan las tiendas	Me encanta que te  encante.
Me encantan las camisetas	Me encanta que te  encante.
Amo los amaneceres	Me encanta que te  encante.
Me encantan los animales	Me encanta que te  encante.
Amo los animales	Me encanta que te  encante.
Me encantan los paseos	Me encanta que te  encante.
Amo los deportes	Me encanta que te  encante.
Amo las tiendas	Me encanta que te  encante.
Amo las camisetas	Me encanta que te  encante.
Adoro los atardeceres	Me encanta que te  encante.
Adoro los amaneceres	Me encanta que te  encante.
Adoro los animales	Me encanta que te  encante.
Amo los paseos	Me encanta que te  encante.
Me flipa ir a la oficina	Me encanta que te  encante.
Me encantan los botones	Me encanta que te  encante.
Me flipa barrer	Me encanta que te  encante.
Me flipa planchar	Me encanta que te  encante.
Me flipa salir con mis amigos	Me encanta que te  encante.
Me flipa salir de fiesta	Me encanta que te  encante.
Me encantan los donuts	Me encanta que te  encante.
Me flipa estar en casa	Me encanta que te  encante.
Adoro las tiendas	Me encanta que te  encante.
Me flipa quedarme en casa	Me encanta que te  encante.
Me flipa hacer la compra	Me encanta que te  encante.
Me flipa ver el fútbol	Me encanta que te  encante.
Me flipa el baloncesto	Me encanta que te  encante.
Me flipa jugar al tenis	Me encanta que te  encante.
Me encantan los atardeceres	Me encanta que te  encante.
Me encantan los amaneceres	Me encanta que te  encante.
Me flipa ligar	Me encanta que te  encante.
Estoy enamorado de tejer	Me encanta que te  encante.
Estoy enamorado de las obras	Me encanta que te  encante.
Estoy enamorado de la calefacción	Me encanta que te  encante.
Estoy enamorado de el aire acondicionado	Me encanta que te  encante.
Estoy enamorado de los parques	Me encanta que te  encante.
Estoy enamorado de el césped	Me encanta que te  encante.
Adoro los donuts	Me encanta que te  encante.
Estoy enamorado de la jardinería	Me encanta que te  encante.
Estoy enamorado de viajar en tren	Me encanta que te  encante.
Estoy enamorado de comer sushi	Me encanta que te  encante.
Estoy enamorada de la libertad	Me encanta que te  encante.
Estoy enamorada de los paseos por la orilla del mar	Me encanta que te  encante.
Estoy enamorada de el campo	Me encanta que te  encante.
Estoy enamorada de la ciudad	Me encanta que te  encante.
Estoy enamorada de el transporte público	Me encanta que te  encante.
Me flipan las camisetas	Me encanta que te  encante.
Me flipa ir al cine	Me encanta que te  encante.
Adoro las camisetas	Me encanta que te  encante.
Me flipan los atardeceres	Me encanta que te  encante.
Me flipan los amaneceres	Me encanta que te  encante.
Me flipan los paseos	Me encanta que te  encante.
Me flipan los animales	Me encanta que te  encante.
Me flipan los donuts	Me encanta que te  encante.
Estoy enamorado de las flores	Me encanta que te  encante.
Me flipan las tiendas	Me encanta que te  encante.
Estoy enamorado de las plantas	Me encanta que te  encante.
Estoy enamorado de el amor	Me encanta que te  encante.
Estoy enamorado de la libertad	Me encanta que te  encante.
Estoy enamorado de los paseos por la orilla del mar	Me encanta que te  encante.
Estoy enamorado de el campo	Me encanta que te  encante.
Estoy enamorado de la ciudad	Me encanta que te  encante.
Estoy enamorado de el transporte público	Me encanta que te  encante.
Adoro los deportes	Me encanta que te  encante.
Me flipan los deportes	Me encanta que te  encante.
Mi vida es una mierda	Te envío un súper abrazo virtual.
Me siento baja de moral	Te envío un súper abrazo virtual.
Soy un chico muy depresivo	Te envío un súper abrazo virtual.
Me siento apenada	Te envío un súper abrazo virtual.
Ojalá alguien me animara	Te envío un súper abrazo virtual.
Estoy triste	Te envío un súper abrazo virtual.
Me siento de bajón	Te envío un súper abrazo virtual.
Me duele el corazón	Te envío un súper abrazo virtual.
Pienso que soy infeliz	Te envío un súper abrazo virtual.
Estoy deprimida	Te envío un súper abrazo virtual.
No me gusta nada estar de bajón	Te envío un súper abrazo virtual.
Estoy baja de moral hoy	Te envío un súper abrazo virtual.
Estoy bajo de moral hoy	Te envío un súper abrazo virtual.
Estoy baja de moral	Te envío un súper abrazo virtual.
Estoy bajo de moral	Te envío un súper abrazo virtual.
Estoy de bajón hoy	Te envío un súper abrazo virtual.
Me siento de bajón hoy	Te envío un súper abrazo virtual.
Me siento muy infeliz	Te envío un súper abrazo virtual.
Me siento muy infeliz hoy	Te envío un súper abrazo virtual.
Qué dolor de corazón	Te envío un súper abrazo virtual.
Menudo bajón tengo	Te envío un súper abrazo virtual.
Me encuentro bajo	Te envío un súper abrazo virtual.
No me gusta nada estar triste	Te envío un súper abrazo virtual.
No me gusta estar de bajón	Te envío un súper abrazo virtual.
Creo que no soy nada feliz	Te envío un súper abrazo virtual.
Creo que no soy feliz	Te envío un súper abrazo virtual.
No soy feliz	Te envío un súper abrazo virtual.
Estoy deprimido	Te envío un súper abrazo virtual.
Estoy depre	Te envío un súper abrazo virtual.
Me encuentro deprimida	Te envío un súper abrazo virtual.
Me encuentro deprimido	Te envío un súper abrazo virtual.
Me siento deprimida	Te envío un súper abrazo virtual.
Menuda tristeza tengo	Te envío un súper abrazo virtual.
Ojalá alguien me pueda animar	Te envío un súper abrazo virtual.
Odio estar triste	Te envío un súper abrazo virtual.
Siento que me duele el alma	Te envío un súper abrazo virtual.
Siento el alma rota	Te envío un súper abrazo virtual.
Tengo el alma rota	Te envío un súper abrazo virtual.
Me duele el alma	Te envío un súper abrazo virtual.
Tengo dolor de corazón	Te envío un súper abrazo virtual.
Siento el corazón roto	Te envío un súper abrazo virtual.
Tengo el corazón roto	Te envío un súper abrazo virtual.
Tengo el corazón partido en dos	Te envío un súper abrazo virtual.
Siento el corazón partido	Te envío un súper abrazo virtual.
Me siento bajo	Te envío un súper abrazo virtual.
Se me parte el corazón	Te envío un súper abrazo virtual.
Me siento baja	Te envío un súper abrazo virtual.
Ojalá alguien me pudiera animar	Te envío un súper abrazo virtual.
Ojalá alguien me anime	Te envío un súper abrazo virtual.
Necesito a alguien que me anime	Te envío un súper abrazo virtual.
Necesito que alguien me anime	Te envío un súper abrazo virtual.
Necesito que me dés animos	Te envío un súper abrazo virtual.
Necesito animarme	Te envío un súper abrazo virtual.
Ojalá estuviera más animado	Te envío un súper abrazo virtual.
Ojalá estuviera más animada	Te envío un súper abrazo virtual.
